idx,is_inclusive,premise,question,label
3096,1,Juliet is not sensible or Joe is not zealous. Juliet is sensible.,Joe is not zealous,1
3097,0,Either Hubbard is popular or Merle is natural. Hubbard is not popular.,Hubbard is popular,0
3098,0,Either Hubbard is popular or Merle is natural. Hubbard is not popular.,Hubbard is not popular,1
3099,0,Either Hubbard is popular or Merle is natural. Hubbard is not popular.,Merle is natural,1
3100,0,Either Hubbard is popular or Merle is natural. Hubbard is not popular.,Merle is not natural,0
3101,0,Either Connie is tired or Pearlie is not inactive. Pearlie is inactive.,Connie is tired,1
3102,0,Either Connie is tired or Pearlie is not inactive. Pearlie is inactive.,Connie is not tired,0
3103,0,Either Connie is tired or Pearlie is not inactive. Pearlie is inactive.,Pearlie is inactive,1
3104,0,Either Connie is tired or Pearlie is not inactive. Pearlie is inactive.,Pearlie is not inactive,0
3105,0,Either Zola is not motivated or Derek is blunt. Derek is not blunt.,Zola is motivated,0
3106,0,Either Zola is not motivated or Derek is blunt. Derek is not blunt.,Zola is not motivated,1
3107,0,Either Zola is not motivated or Derek is blunt. Derek is not blunt.,Derek is blunt,0
3108,0,Either Zola is not motivated or Derek is blunt. Derek is not blunt.,Derek is not blunt,1
3109,0,Either Ouida is stoic or Debbra is dutiful. Debbra is dutiful.,Ouida is stoic,0
3110,0,Either Ouida is stoic or Debbra is dutiful. Debbra is dutiful.,Ouida is not stoic,1
3111,0,Either Ouida is stoic or Debbra is dutiful. Debbra is dutiful.,Debbra is dutiful,1
3112,0,Either Ouida is stoic or Debbra is dutiful. Debbra is dutiful.,Debbra is not dutiful,0
3113,0,Either Emerson is snazzy or Russel is sour. Russel is not sour.,Emerson is snazzy,1
3114,0,Either Emerson is snazzy or Russel is sour. Russel is not sour.,Emerson is not snazzy,0
3115,0,Either Emerson is snazzy or Russel is sour. Russel is not sour.,Russel is sour,0
3116,0,Either Emerson is snazzy or Russel is sour. Russel is not sour.,Russel is not sour,1
3117,1,Rick is not peevish or Rebecca is not reliable. Rick is peevish.,Rick is peevish,1
3118,1,Rick is not peevish or Rebecca is not reliable. Rick is peevish.,Rick is not peevish,0
3119,1,Rick is not peevish or Rebecca is not reliable. Rick is peevish.,Rebecca is reliable,0
3120,1,Rick is not peevish or Rebecca is not reliable. Rick is peevish.,Rebecca is not reliable,1
3121,1,Retha is cranky or Bonnie is not sweet. Bonnie is sweet.,Retha is cranky,1
3122,1,Retha is cranky or Bonnie is not sweet. Bonnie is sweet.,Retha is not cranky,0
3123,1,Retha is cranky or Bonnie is not sweet. Bonnie is sweet.,Bonnie is sweet,1
3124,1,Retha is cranky or Bonnie is not sweet. Bonnie is sweet.,Bonnie is not sweet,0
3125,1,Cecilia is not depressed or Sylvia is peaceful. Sylvia is not peaceful.,Cecilia is depressed,0
3126,1,Cecilia is not depressed or Sylvia is peaceful. Sylvia is not peaceful.,Cecilia is not depressed,1
3127,1,Cecilia is not depressed or Sylvia is peaceful. Sylvia is not peaceful.,Sylvia is peaceful,0
3128,1,Cecilia is not depressed or Sylvia is peaceful. Sylvia is not peaceful.,Sylvia is not peaceful,1
3129,1,Melvina is not miserable or Lionel is artistic. Melvina is not miserable.,Melvina is miserable,0
3130,1,Melvina is not miserable or Lionel is artistic. Melvina is not miserable.,Melvina is not miserable,1
3131,1,Melvina is not miserable or Lionel is artistic. Melvina is not miserable.,Lionel is artistic,1
3132,1,Melvina is not miserable or Lionel is artistic. Melvina is not miserable.,Lionel is not artistic,1
3133,1,Elsa is crabby or Jared is not obliging. Jared is not obliging.,Elsa is crabby,1
3134,1,Elsa is crabby or Jared is not obliging. Jared is not obliging.,Elsa is not crabby,1
3135,1,Elsa is crabby or Jared is not obliging. Jared is not obliging.,Jared is obliging,0
3136,1,Elsa is crabby or Jared is not obliging. Jared is not obliging.,Jared is not obliging,1
3137,1,Eino is not competent or Ronny is irritating. Ronny is not irritating.,Eino is competent,0
3138,1,Eino is not competent or Ronny is irritating. Ronny is not irritating.,Eino is not competent,1
3139,1,Eino is not competent or Ronny is irritating. Ronny is not irritating.,Ronny is irritating,0
3140,1,Eino is not competent or Ronny is irritating. Ronny is not irritating.,Ronny is not irritating,1
3141,0,Either Cornelia is not saucy or Laverne is not artificial. Cornelia is not saucy.,Cornelia is saucy,0
3142,0,Either Cornelia is not saucy or Laverne is not artificial. Cornelia is not saucy.,Cornelia is not saucy,1
3143,0,Either Cornelia is not saucy or Laverne is not artificial. Cornelia is not saucy.,Laverne is artificial,1
3144,0,Either Cornelia is not saucy or Laverne is not artificial. Cornelia is not saucy.,Laverne is not artificial,0
3145,0,Either Joseph is not impressive or Burton is normal. Burton is normal.,Joseph is impressive,1
3146,0,Either Joseph is not impressive or Burton is normal. Burton is normal.,Joseph is not impressive,0
3147,0,Either Joseph is not impressive or Burton is normal. Burton is normal.,Burton is normal,1
3148,0,Either Joseph is not impressive or Burton is normal. Burton is normal.,Burton is not normal,0
3149,0,Either Carlie is positive or Tiffany is not timid. Tiffany is timid.,Carlie is positive,1
3150,0,Either Carlie is positive or Tiffany is not timid. Tiffany is timid.,Carlie is not positive,0
3151,0,Either Carlie is positive or Tiffany is not timid. Tiffany is timid.,Tiffany is timid,1
3152,0,Either Carlie is positive or Tiffany is not timid. Tiffany is timid.,Tiffany is not timid,0
3153,0,Either Lenore is not content or Gerald is shy. Lenore is content.,Lenore is content,1
3154,0,Either Lenore is not content or Gerald is shy. Lenore is content.,Lenore is not content,0
3155,0,Either Lenore is not content or Gerald is shy. Lenore is content.,Gerald is shy,1
3156,0,Either Lenore is not content or Gerald is shy. Lenore is content.,Gerald is not shy,0
3157,1,Wyatt is not clever or Bert is amusing. Wyatt is clever.,Wyatt is clever,1
3158,1,Wyatt is not clever or Bert is amusing. Wyatt is clever.,Wyatt is not clever,0
3159,1,Wyatt is not clever or Bert is amusing. Wyatt is clever.,Bert is amusing,1
3160,1,Wyatt is not clever or Bert is amusing. Wyatt is clever.,Bert is not amusing,0
3161,0,Either Harvey is not prudent or Cyril is uncertain. Harvey is not prudent.,Harvey is prudent,0
3162,0,Either Harvey is not prudent or Cyril is uncertain. Harvey is not prudent.,Harvey is not prudent,1
3163,0,Either Harvey is not prudent or Cyril is uncertain. Harvey is not prudent.,Cyril is uncertain,0
3164,0,Either Harvey is not prudent or Cyril is uncertain. Harvey is not prudent.,Cyril is not uncertain,1
3165,0,Either Willia is irritating or Octavio is striking. Willia is not irritating.,Willia is irritating,0
3166,0,Either Willia is irritating or Octavio is striking. Willia is not irritating.,Willia is not irritating,1
3167,0,Either Willia is irritating or Octavio is striking. Willia is not irritating.,Octavio is striking,1
3168,0,Either Willia is irritating or Octavio is striking. Willia is not irritating.,Octavio is not striking,0
3169,0,Either Cammie is slothful or Bruce is not nosy. Bruce is not nosy.,Cammie is slothful,0
3170,0,Either Cammie is slothful or Bruce is not nosy. Bruce is not nosy.,Cammie is not slothful,1
3171,0,Either Cammie is slothful or Bruce is not nosy. Bruce is not nosy.,Bruce is nosy,0
3172,0,Either Cammie is slothful or Bruce is not nosy. Bruce is not nosy.,Bruce is not nosy,1
3173,1,Preston is hateful or Iva is confused. Preston is hateful.,Preston is hateful,1
3174,1,Preston is hateful or Iva is confused. Preston is hateful.,Preston is not hateful,0
3175,1,Preston is hateful or Iva is confused. Preston is hateful.,Iva is confused,1
3176,1,Preston is hateful or Iva is confused. Preston is hateful.,Iva is not confused,1
3177,1,Noe is judgmental or Manuel is not fabulous. Noe is judgmental.,Noe is judgmental,1
3178,1,Noe is judgmental or Manuel is not fabulous. Noe is judgmental.,Noe is not judgmental,0
3179,1,Noe is judgmental or Manuel is not fabulous. Noe is judgmental.,Manuel is fabulous,1
3180,1,Noe is judgmental or Manuel is not fabulous. Noe is judgmental.,Manuel is not fabulous,1
3181,0,Either Zackary is not great or Alan is quiet. Alan is quiet.,Zackary is great,1
3182,0,Either Zackary is not great or Alan is quiet. Alan is quiet.,Zackary is not great,0
3183,0,Either Zackary is not great or Alan is quiet. Alan is quiet.,Alan is quiet,1
3184,0,Either Zackary is not great or Alan is quiet. Alan is quiet.,Alan is not quiet,0
3185,1,Kattie is not positive or Markus is reassuring. Markus is reassuring.,Kattie is positive,1
3186,1,Kattie is not positive or Markus is reassuring. Markus is reassuring.,Kattie is not positive,1
3187,1,Kattie is not positive or Markus is reassuring. Markus is reassuring.,Markus is reassuring,1
3188,1,Kattie is not positive or Markus is reassuring. Markus is reassuring.,Markus is not reassuring,0
3189,0,Either Wade is not stoic or Keith is not cranky. Keith is not cranky.,Wade is stoic,1
3190,0,Either Wade is not stoic or Keith is not cranky. Keith is not cranky.,Wade is not stoic,0
3191,0,Either Wade is not stoic or Keith is not cranky. Keith is not cranky.,Keith is cranky,0
3192,0,Either Wade is not stoic or Keith is not cranky. Keith is not cranky.,Keith is not cranky,1
3193,0,Either Ira is plucky or Dewayne is clever. Dewayne is not clever.,Ira is plucky,1
3194,0,Either Ira is plucky or Dewayne is clever. Dewayne is not clever.,Ira is not plucky,0
3195,0,Either Ira is plucky or Dewayne is clever. Dewayne is not clever.,Dewayne is clever,0
3196,0,Either Ira is plucky or Dewayne is clever. Dewayne is not clever.,Dewayne is not clever,1
3197,1,Merna is not friendly or Giles is amazing. Merna is not friendly.,Merna is friendly,0
3198,1,Merna is not friendly or Giles is amazing. Merna is not friendly.,Merna is not friendly,1
3199,1,Merna is not friendly or Giles is amazing. Merna is not friendly.,Giles is amazing,1
3200,1,Merna is not friendly or Giles is amazing. Merna is not friendly.,Giles is not amazing,1
3201,1,Luella is not composed or Robin is competent. Robin is not competent.,Luella is composed,0
3202,1,Luella is not composed or Robin is competent. Robin is not competent.,Luella is not composed,1
3203,1,Luella is not composed or Robin is competent. Robin is not competent.,Robin is competent,0
3204,1,Luella is not composed or Robin is competent. Robin is not competent.,Robin is not competent,1
3205,0,Either Maybelle is not intolerant or Ester is positive. Maybelle is intolerant.,Maybelle is intolerant,1
3206,0,Either Maybelle is not intolerant or Ester is positive. Maybelle is intolerant.,Maybelle is not intolerant,0
3207,0,Either Maybelle is not intolerant or Ester is positive. Maybelle is intolerant.,Ester is positive,1
3208,0,Either Maybelle is not intolerant or Ester is positive. Maybelle is intolerant.,Ester is not positive,0
3209,0,Either Madelyn is not somber or Jacqueline is nasty. Jacqueline is not nasty.,Madelyn is somber,0
3210,0,Either Madelyn is not somber or Jacqueline is nasty. Jacqueline is not nasty.,Madelyn is not somber,1
3211,0,Either Madelyn is not somber or Jacqueline is nasty. Jacqueline is not nasty.,Jacqueline is nasty,0
3212,0,Either Madelyn is not somber or Jacqueline is nasty. Jacqueline is not nasty.,Jacqueline is not nasty,1
3213,1,Adell is reclusive or Alex is energetic. Adell is not reclusive.,Adell is reclusive,0
3214,1,Adell is reclusive or Alex is energetic. Adell is not reclusive.,Adell is not reclusive,1
3215,1,Adell is reclusive or Alex is energetic. Adell is not reclusive.,Alex is energetic,1
3216,1,Adell is reclusive or Alex is energetic. Adell is not reclusive.,Alex is not energetic,0
3217,0,Either Scott is not jovial or Cory is leery. Cory is not leery.,Scott is jovial,0
3218,0,Either Scott is not jovial or Cory is leery. Cory is not leery.,Scott is not jovial,1
3219,0,Either Scott is not jovial or Cory is leery. Cory is not leery.,Cory is leery,0
3220,0,Either Scott is not jovial or Cory is leery. Cory is not leery.,Cory is not leery,1
3221,0,Either Fredrick is not negative or Aimee is competent. Fredrick is negative.,Fredrick is negative,1
3222,0,Either Fredrick is not negative or Aimee is competent. Fredrick is negative.,Fredrick is not negative,0
3223,0,Either Fredrick is not negative or Aimee is competent. Fredrick is negative.,Aimee is competent,1
3224,0,Either Fredrick is not negative or Aimee is competent. Fredrick is negative.,Aimee is not competent,0
3225,0,Either Francisca is clumsy or Leland is sulky. Leland is not sulky.,Francisca is clumsy,1
3226,0,Either Francisca is clumsy or Leland is sulky. Leland is not sulky.,Francisca is not clumsy,0
3227,0,Either Francisca is clumsy or Leland is sulky. Leland is not sulky.,Leland is sulky,0
3228,0,Either Francisca is clumsy or Leland is sulky. Leland is not sulky.,Leland is not sulky,1
3229,1,Lawrence is not modest or Lu is not guarded. Lawrence is modest.,Lawrence is modest,1
3230,1,Lawrence is not modest or Lu is not guarded. Lawrence is modest.,Lawrence is not modest,0
3231,1,Lawrence is not modest or Lu is not guarded. Lawrence is modest.,Lu is guarded,0
3232,1,Lawrence is not modest or Lu is not guarded. Lawrence is modest.,Lu is not guarded,1
3233,1,Joe is not sleepy or Bruno is impulsive. Joe is sleepy.,Joe is sleepy,1
3234,1,Joe is not sleepy or Bruno is impulsive. Joe is sleepy.,Joe is not sleepy,0
3235,1,Joe is not sleepy or Bruno is impulsive. Joe is sleepy.,Bruno is impulsive,1
3236,1,Joe is not sleepy or Bruno is impulsive. Joe is sleepy.,Bruno is not impulsive,0
3237,1,Elton is dainty or Eda is restless. Elton is dainty.,Elton is dainty,1
3238,1,Elton is dainty or Eda is restless. Elton is dainty.,Elton is not dainty,0
3239,1,Elton is dainty or Eda is restless. Elton is dainty.,Eda is restless,1
3240,1,Elton is dainty or Eda is restless. Elton is dainty.,Eda is not restless,1
3241,1,Mollie is not tactless or Jaime is querulous. Mollie is tactless.,Mollie is tactless,1
3242,1,Mollie is not tactless or Jaime is querulous. Mollie is tactless.,Mollie is not tactless,0
3243,1,Mollie is not tactless or Jaime is querulous. Mollie is tactless.,Jaime is querulous,1
3244,1,Mollie is not tactless or Jaime is querulous. Mollie is tactless.,Jaime is not querulous,0
3245,0,Either Margaret is not steady or Leonora is slothful. Margaret is not steady.,Margaret is steady,0
3246,0,Either Margaret is not steady or Leonora is slothful. Margaret is not steady.,Margaret is not steady,1
3247,0,Either Margaret is not steady or Leonora is slothful. Margaret is not steady.,Leonora is slothful,0
3248,0,Either Margaret is not steady or Leonora is slothful. Margaret is not steady.,Leonora is not slothful,1
3249,0,Either Gordon is alert or Lewis is not sullen. Lewis is not sullen.,Gordon is alert,0
3250,0,Either Gordon is alert or Lewis is not sullen. Lewis is not sullen.,Gordon is not alert,1
3251,0,Either Gordon is alert or Lewis is not sullen. Lewis is not sullen.,Lewis is sullen,0
3252,0,Either Gordon is alert or Lewis is not sullen. Lewis is not sullen.,Lewis is not sullen,1
3253,0,Either Corrine is not fabulous or Fanny is not staid. Fanny is not staid.,Corrine is fabulous,1
3254,0,Either Corrine is not fabulous or Fanny is not staid. Fanny is not staid.,Corrine is not fabulous,0
3255,0,Either Corrine is not fabulous or Fanny is not staid. Fanny is not staid.,Fanny is staid,0
3256,0,Either Corrine is not fabulous or Fanny is not staid. Fanny is not staid.,Fanny is not staid,1
3257,0,Either Nicolas is depressed or Edwin is not nervous. Nicolas is depressed.,Nicolas is depressed,1
3258,0,Either Nicolas is depressed or Edwin is not nervous. Nicolas is depressed.,Nicolas is not depressed,0
3259,0,Either Nicolas is depressed or Edwin is not nervous. Nicolas is depressed.,Edwin is nervous,1
3260,0,Either Nicolas is depressed or Edwin is not nervous. Nicolas is depressed.,Edwin is not nervous,0
3261,1,Conor is flabby or Cornelia is crass. Conor is flabby.,Conor is flabby,1
3262,1,Conor is flabby or Cornelia is crass. Conor is flabby.,Conor is not flabby,0
3263,1,Conor is flabby or Cornelia is crass. Conor is flabby.,Cornelia is crass,1
3264,1,Conor is flabby or Cornelia is crass. Conor is flabby.,Cornelia is not crass,1
3265,0,Either Shad is natural or Jones is musical. Shad is not natural.,Shad is natural,0
3266,0,Either Shad is natural or Jones is musical. Shad is not natural.,Shad is not natural,1
3267,0,Either Shad is natural or Jones is musical. Shad is not natural.,Jones is musical,1
3268,0,Either Shad is natural or Jones is musical. Shad is not natural.,Jones is not musical,0
3269,1,Dixie is not drunk or Earle is not sincere. Earle is sincere.,Dixie is drunk,0
3270,1,Dixie is not drunk or Earle is not sincere. Earle is sincere.,Dixie is not drunk,1
3271,1,Dixie is not drunk or Earle is not sincere. Earle is sincere.,Earle is sincere,1
3272,1,Dixie is not drunk or Earle is not sincere. Earle is sincere.,Earle is not sincere,0
3273,1,Wylie is distraught or Vincent is morose. Vincent is morose.,Wylie is distraught,1
3274,1,Wylie is distraught or Vincent is morose. Vincent is morose.,Wylie is not distraught,1
3275,1,Wylie is distraught or Vincent is morose. Vincent is morose.,Vincent is morose,1
3276,1,Wylie is distraught or Vincent is morose. Vincent is morose.,Vincent is not morose,0
3277,1,Gay is not distant or Mateo is not stoic. Mateo is not stoic.,Gay is distant,1
3278,1,Gay is not distant or Mateo is not stoic. Mateo is not stoic.,Gay is not distant,1
3279,1,Gay is not distant or Mateo is not stoic. Mateo is not stoic.,Mateo is stoic,0
3280,1,Gay is not distant or Mateo is not stoic. Mateo is not stoic.,Mateo is not stoic,1
3281,1,Everett is not bright or Sherman is somber. Sherman is not somber.,Everett is bright,0
3282,1,Everett is not bright or Sherman is somber. Sherman is not somber.,Everett is not bright,1
3283,1,Everett is not bright or Sherman is somber. Sherman is not somber.,Sherman is somber,0
3284,1,Everett is not bright or Sherman is somber. Sherman is not somber.,Sherman is not somber,1
3285,0,Either Brooks is tired or Lucian is frank. Brooks is not tired.,Brooks is tired,0
3286,0,Either Brooks is tired or Lucian is frank. Brooks is not tired.,Brooks is not tired,1
3287,0,Either Brooks is tired or Lucian is frank. Brooks is not tired.,Lucian is frank,1
3288,0,Either Brooks is tired or Lucian is frank. Brooks is not tired.,Lucian is not frank,0
3289,1,Bruce is cold or Ari is pleasant. Bruce is not cold.,Bruce is cold,0
3290,1,Bruce is cold or Ari is pleasant. Bruce is not cold.,Bruce is not cold,1
3291,1,Bruce is cold or Ari is pleasant. Bruce is not cold.,Ari is pleasant,1
3292,1,Bruce is cold or Ari is pleasant. Bruce is not cold.,Ari is not pleasant,0
3293,0,Either Gaynell is demure or Isom is not angelic. Gaynell is not demure.,Gaynell is demure,0
3294,0,Either Gaynell is demure or Isom is not angelic. Gaynell is not demure.,Gaynell is not demure,1
3295,0,Either Gaynell is demure or Isom is not angelic. Gaynell is not demure.,Isom is angelic,0
3296,0,Either Gaynell is demure or Isom is not angelic. Gaynell is not demure.,Isom is not angelic,1
3297,0,Either Ewald is not paternal or Abbie is cynical. Ewald is not paternal.,Ewald is paternal,0
3298,0,Either Ewald is not paternal or Abbie is cynical. Ewald is not paternal.,Ewald is not paternal,1
3299,0,Either Ewald is not paternal or Abbie is cynical. Ewald is not paternal.,Abbie is cynical,0
3300,0,Either Ewald is not paternal or Abbie is cynical. Ewald is not paternal.,Abbie is not cynical,1
3301,1,Doreen is not uncertain or Kelly is numb. Doreen is not uncertain.,Doreen is uncertain,0
3302,1,Doreen is not uncertain or Kelly is numb. Doreen is not uncertain.,Doreen is not uncertain,1
3303,1,Doreen is not uncertain or Kelly is numb. Doreen is not uncertain.,Kelly is numb,1
3304,1,Doreen is not uncertain or Kelly is numb. Doreen is not uncertain.,Kelly is not numb,1
3305,1,Jasper is not practical or Stanley is judgmental. Jasper is not practical.,Jasper is practical,0
3306,1,Jasper is not practical or Stanley is judgmental. Jasper is not practical.,Jasper is not practical,1
3307,1,Jasper is not practical or Stanley is judgmental. Jasper is not practical.,Stanley is judgmental,1
3308,1,Jasper is not practical or Stanley is judgmental. Jasper is not practical.,Stanley is not judgmental,1
3309,1,Wilhelmina is not unstable or Adolfo is revered. Adolfo is not revered.,Wilhelmina is unstable,0
3310,1,Wilhelmina is not unstable or Adolfo is revered. Adolfo is not revered.,Wilhelmina is not unstable,1
3311,1,Wilhelmina is not unstable or Adolfo is revered. Adolfo is not revered.,Adolfo is revered,0
3312,1,Wilhelmina is not unstable or Adolfo is revered. Adolfo is not revered.,Adolfo is not revered,1
3313,0,Either Connie is not evasive or Norine is composed. Norine is not composed.,Connie is evasive,0
3314,0,Either Connie is not evasive or Norine is composed. Norine is not composed.,Connie is not evasive,1
3315,0,Either Connie is not evasive or Norine is composed. Norine is not composed.,Norine is composed,0
3316,0,Either Connie is not evasive or Norine is composed. Norine is not composed.,Norine is not composed,1
3317,1,Columbus is inactive or Merl is not leery. Columbus is inactive.,Columbus is inactive,1
3318,1,Columbus is inactive or Merl is not leery. Columbus is inactive.,Columbus is not inactive,0
3319,1,Columbus is inactive or Merl is not leery. Columbus is inactive.,Merl is leery,1
3320,1,Columbus is inactive or Merl is not leery. Columbus is inactive.,Merl is not leery,1
3321,0,Either Sonya is not serene or Jerilyn is proficient. Sonya is not serene.,Sonya is serene,0
3322,0,Either Sonya is not serene or Jerilyn is proficient. Sonya is not serene.,Sonya is not serene,1
3323,0,Either Sonya is not serene or Jerilyn is proficient. Sonya is not serene.,Jerilyn is proficient,0
3324,0,Either Sonya is not serene or Jerilyn is proficient. Sonya is not serene.,Jerilyn is not proficient,1
3325,1,Javonte is quiet or Lawrence is not lame. Lawrence is not lame.,Javonte is quiet,1
3326,1,Javonte is quiet or Lawrence is not lame. Lawrence is not lame.,Javonte is not quiet,1
3327,1,Javonte is quiet or Lawrence is not lame. Lawrence is not lame.,Lawrence is lame,0
3328,1,Javonte is quiet or Lawrence is not lame. Lawrence is not lame.,Lawrence is not lame,1
3329,0,Either Kip is versatile or Jannie is not irascible. Kip is versatile.,Kip is versatile,1
3330,0,Either Kip is versatile or Jannie is not irascible. Kip is versatile.,Kip is not versatile,0
3331,0,Either Kip is versatile or Jannie is not irascible. Kip is versatile.,Jannie is irascible,1
3332,0,Either Kip is versatile or Jannie is not irascible. Kip is versatile.,Jannie is not irascible,0
3333,1,Maxie is not normal or Tillman is illogical. Maxie is normal.,Maxie is normal,1
3334,1,Maxie is not normal or Tillman is illogical. Maxie is normal.,Maxie is not normal,0
3335,1,Maxie is not normal or Tillman is illogical. Maxie is normal.,Tillman is illogical,1
3336,1,Maxie is not normal or Tillman is illogical. Maxie is normal.,Tillman is not illogical,0
3337,1,Zane is not pretty or Caroline is decisive. Zane is pretty.,Zane is pretty,1
3338,1,Zane is not pretty or Caroline is decisive. Zane is pretty.,Zane is not pretty,0
3339,1,Zane is not pretty or Caroline is decisive. Zane is pretty.,Caroline is decisive,1
3340,1,Zane is not pretty or Caroline is decisive. Zane is pretty.,Caroline is not decisive,0
3341,0,Either Marcella is saucy or Luis is meticulous. Luis is not meticulous.,Marcella is saucy,1
3342,0,Either Marcella is saucy or Luis is meticulous. Luis is not meticulous.,Marcella is not saucy,0
3343,0,Either Marcella is saucy or Luis is meticulous. Luis is not meticulous.,Luis is meticulous,0
3344,0,Either Marcella is saucy or Luis is meticulous. Luis is not meticulous.,Luis is not meticulous,1
3345,0,Either Ean is sensible or Billy is keen. Ean is sensible.,Ean is sensible,1
3346,0,Either Ean is sensible or Billy is keen. Ean is sensible.,Ean is not sensible,0
3347,0,Either Ean is sensible or Billy is keen. Ean is sensible.,Billy is keen,0
3348,0,Either Ean is sensible or Billy is keen. Ean is sensible.,Billy is not keen,1
3349,0,Either Adrien is apathetic or June is resentful. June is not resentful.,Adrien is apathetic,1
3350,0,Either Adrien is apathetic or June is resentful. June is not resentful.,Adrien is not apathetic,0
3351,0,Either Adrien is apathetic or June is resentful. June is not resentful.,June is resentful,0
3352,0,Either Adrien is apathetic or June is resentful. June is not resentful.,June is not resentful,1
3353,0,Either Odell is not generous or Franklin is not hearty. Franklin is not hearty.,Odell is generous,1
3354,0,Either Odell is not generous or Franklin is not hearty. Franklin is not hearty.,Odell is not generous,0
3355,0,Either Odell is not generous or Franklin is not hearty. Franklin is not hearty.,Franklin is hearty,0
3356,0,Either Odell is not generous or Franklin is not hearty. Franklin is not hearty.,Franklin is not hearty,1
3357,0,Either Rosa is not soulless or Carmelita is reserved. Carmelita is not reserved.,Rosa is soulless,0
3358,0,Either Rosa is not soulless or Carmelita is reserved. Carmelita is not reserved.,Rosa is not soulless,1
3359,0,Either Rosa is not soulless or Carmelita is reserved. Carmelita is not reserved.,Carmelita is reserved,0
3360,0,Either Rosa is not soulless or Carmelita is reserved. Carmelita is not reserved.,Carmelita is not reserved,1
3361,1,Rico is soulful or Martha is restless. Rico is not soulful.,Rico is soulful,0
3362,1,Rico is soulful or Martha is restless. Rico is not soulful.,Rico is not soulful,1
3363,1,Rico is soulful or Martha is restless. Rico is not soulful.,Martha is restless,1
3364,1,Rico is soulful or Martha is restless. Rico is not soulful.,Martha is not restless,0
3365,1,Andy is picky or Benjamine is not sad. Andy is picky.,Andy is picky,1
3366,1,Andy is picky or Benjamine is not sad. Andy is picky.,Andy is not picky,0
3367,1,Andy is picky or Benjamine is not sad. Andy is picky.,Benjamine is sad,1
3368,1,Andy is picky or Benjamine is not sad. Andy is picky.,Benjamine is not sad,1
3369,1,Hazel is lame or Arnulfo is immature. Hazel is lame.,Hazel is lame,1
3370,1,Hazel is lame or Arnulfo is immature. Hazel is lame.,Hazel is not lame,0
3371,1,Hazel is lame or Arnulfo is immature. Hazel is lame.,Arnulfo is immature,1
3372,1,Hazel is lame or Arnulfo is immature. Hazel is lame.,Arnulfo is not immature,1
3373,1,Ira is not ambitious or Nicholaus is pensive. Ira is not ambitious.,Ira is ambitious,0
3374,1,Ira is not ambitious or Nicholaus is pensive. Ira is not ambitious.,Ira is not ambitious,1
3375,1,Ira is not ambitious or Nicholaus is pensive. Ira is not ambitious.,Nicholaus is pensive,1
3376,1,Ira is not ambitious or Nicholaus is pensive. Ira is not ambitious.,Nicholaus is not pensive,1
3377,0,Either Alford is not flaky or Felton is not callous. Alford is not flaky.,Alford is flaky,0
3378,0,Either Alford is not flaky or Felton is not callous. Alford is not flaky.,Alford is not flaky,1
3379,0,Either Alford is not flaky or Felton is not callous. Alford is not flaky.,Felton is callous,1
3380,0,Either Alford is not flaky or Felton is not callous. Alford is not flaky.,Felton is not callous,0
3381,1,Zachery is not unaffected or Elvis is not idiotic. Zachery is not unaffected.,Zachery is unaffected,0
3382,1,Zachery is not unaffected or Elvis is not idiotic. Zachery is not unaffected.,Zachery is not unaffected,1
3383,1,Zachery is not unaffected or Elvis is not idiotic. Zachery is not unaffected.,Elvis is idiotic,1
3384,1,Zachery is not unaffected or Elvis is not idiotic. Zachery is not unaffected.,Elvis is not idiotic,1
3385,0,Either Clara is obliging or Roosevelt is not mature. Roosevelt is not mature.,Clara is obliging,0
3386,0,Either Clara is obliging or Roosevelt is not mature. Roosevelt is not mature.,Clara is not obliging,1
3387,0,Either Clara is obliging or Roosevelt is not mature. Roosevelt is not mature.,Roosevelt is mature,0
3388,0,Either Clara is obliging or Roosevelt is not mature. Roosevelt is not mature.,Roosevelt is not mature,1
3389,0,Either Phillip is not sneering or Bernard is not serious. Phillip is sneering.,Phillip is sneering,1
3390,0,Either Phillip is not sneering or Bernard is not serious. Phillip is sneering.,Phillip is not sneering,0
3391,0,Either Phillip is not sneering or Bernard is not serious. Phillip is sneering.,Bernard is serious,0
3392,0,Either Phillip is not sneering or Bernard is not serious. Phillip is sneering.,Bernard is not serious,1
3393,0,Either Tilman is impulsive or Russell is excellent. Tilman is not impulsive.,Tilman is impulsive,0
3394,0,Either Tilman is impulsive or Russell is excellent. Tilman is not impulsive.,Tilman is not impulsive,1
3395,0,Either Tilman is impulsive or Russell is excellent. Tilman is not impulsive.,Russell is excellent,1
3396,0,Either Tilman is impulsive or Russell is excellent. Tilman is not impulsive.,Russell is not excellent,0
3397,0,Either Caren is wonderful or Troy is apathetic. Caren is not wonderful.,Caren is wonderful,0
3398,0,Either Caren is wonderful or Troy is apathetic. Caren is not wonderful.,Caren is not wonderful,1
3399,0,Either Caren is wonderful or Troy is apathetic. Caren is not wonderful.,Troy is apathetic,1
3400,0,Either Caren is wonderful or Troy is apathetic. Caren is not wonderful.,Troy is not apathetic,0
3401,0,Either Maggie is not sassy or Gearld is not querulous. Gearld is querulous.,Maggie is sassy,0
3402,0,Either Maggie is not sassy or Gearld is not querulous. Gearld is querulous.,Maggie is not sassy,1
